mode,load,0_densenet169-32,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,34.497714042663574,26.66482925415039,8.252191543579103
mps-uncap,0.9,33.338117599487305,29.030323028564453,9.433269500732422
mps-uncap,1.0,35.86399555206299,28.12776565551758,10.018110275268555
mps-uncap,0.5,31.637740135192875,25.838017463684082,7.489180564880372
mps-uncap,0.6,32.29341506958008,26.508331298828125,7.505226135253906
mps-uncap,0.7,33.62834453582764,26.082229614257812,7.977104187011719
mps-uncap,0.1,26.78968906402588,27.160024642944336,8.023405075073242
mps-uncap,0.2,27.94928550720215,25.676631927490234,7.978200912475586
mps-uncap,0.3,28.600502014160156,25.12161731719971,8.015704154968262
mps-uncap,0.4,30.79009056091309,25.46830177307129,7.748603820800781
