mode,load,0_densenet169-32,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,114.45013284683229,138.007564544678,52.761077880859354
mps-uncap,0.9,412.14879512786865,565.1461362838744,65.02298355102538
mps-uncap,1.0,1156.211864948273,949.7246980667115,400.3810644149781
mps-uncap,0.5,61.01863861083978,43.6225533485412,16.1507725715637
mps-uncap,0.6,91.88785552978514,71.39108180999756,17.894511222839355
mps-uncap,0.7,183.16856622696008,92.5754356384277,26.539402008056637
mps-uncap,0.1,21.578164100646976,20.915307998657227,6.570448875427246
mps-uncap,0.2,19.80229377746582,25.845966339111367,9.976081848144478
mps-uncap,0.3,41.2756729125976,25.018687248229973,12.588341236114518
mps-uncap,0.4,53.2922840118409,34.27963018417358,14.49596881866455
