mode,load,0_densenet169-32,1_efficientnet_b6-8,2_mobilenet_v3_large-8
mps-uncap,0.8,20.28679847717285,11.445045471191406,2.8085708618164062
mps-uncap,0.9,20.44510841369629,11.513471603393555,2.792835235595703
mps-uncap,1.0,22.28569984436035,12.082576751708984,2.860546112060547
mps-uncap,0.5,20.235061645507812,11.425495147705078,2.832174301147461
mps-uncap,0.6,20.280838012695312,11.57379150390625,2.8581619262695312
mps-uncap,0.7,20.276308059692383,11.455059051513672,2.8002262115478516
mps-uncap,0.1,20.35999298095703,11.538267135620117,2.894163131713867
mps-uncap,0.2,20.433425903320312,11.584043502807617,2.8905868530273438
mps-uncap,0.3,20.2639102935791,11.549711227416992,2.873659133911133
mps-uncap,0.4,20.3399658203125,11.45625114440918,2.84576416015625
