mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,7.029056549072266,38.371467590332024,15.746927261352537
mps-uncap,0.9,9.86461639404297,60.431575775146484,26.233482360839847
mps-uncap,1.0,31.424999237060554,128.65414619445806,881.9483280181885
mps-uncap,0.5,3.278589248657227,24.60737228393555,10.00359058380127
mps-uncap,0.6,4.315924644470216,25.228762626647946,9.892535209655763
mps-uncap,0.7,5.282306671142578,30.886077880859375,11.232757568359375
mps-uncap,0.1,1.7440080642700202,22.627615928649902,9.737157821655275
mps-uncap,0.2,2.152657508850098,25.535559654235843,11.597943305969238
mps-uncap,0.3,2.501535415649414,24.60646629333496,12.293887138366701
mps-uncap,0.4,2.904534339904785,25.494718551635746,11.41467094421387
