mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,1.97601318359375,14.664173126220703,4.726743698120117
mps-uncap,0.9,1.958894729614258,16.56367778778076,4.958772659301759
mps-uncap,1.0,2.1011829376220703,15.556478500366213,5.266427993774414
mps-uncap,0.5,1.8208503723144533,16.018009185791016,5.3581953048706055
mps-uncap,0.6,1.9104480743408203,15.338540077209473,4.868912696838379
mps-uncap,0.7,1.9403219223022459,15.336775779724123,4.765129089355468
mps-uncap,0.1,1.5914440155029297,22.400903701782227,7.686948776245117
mps-uncap,0.2,1.7211437225341797,22.09007740020752,7.411360740661621
mps-uncap,0.3,1.721906661987305,20.94089984893799,7.1025848388671875
mps-uncap,0.4,1.7982721328735352,16.199111938476562,6.639885902404785
