mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,11.421966552734371,53.53030681610107,29.787938594818154
mps-uncap,0.9,17.732734680175785,82.53678560256958,49.111740589141824
mps-uncap,1.0,46.582043170928955,210.11075973510754,941.0564112663268
mps-uncap,0.5,3.7742805480957022,26.081051826477054,12.571644783020012
mps-uncap,0.6,5.99314212799072,34.0519881248474,13.24579000473023
mps-uncap,0.7,7.76538133621215,38.51667881011963,16.838426589965817
mps-uncap,0.1,1.3556456565856934,17.276740074157715,7.9124450683593865
mps-uncap,0.2,1.8153977394104026,24.041690826415984,13.224947452545168
mps-uncap,0.3,2.3117637634277277,22.764098644256574,13.346538543701163
mps-uncap,0.4,3.2930850982665976,25.77588081359866,13.728857040405273
