mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,5.261421203613281,25.882959365844723,11.916255950927736
mps-uncap,0.9,8.079814910888672,46.269798278808594,22.13935852050782
mps-uncap,1.0,29.52849864959717,114.14718627929689,877.5287628173828
mps-uncap,0.5,1.6272544860839846,12.191343307495124,5.653285980224611
mps-uncap,0.6,2.630066871643067,13.402867317199705,5.975699424743652
mps-uncap,0.7,3.55088710784912,18.695592880249034,7.476544380187988
mps-uncap,0.1,0.05936622619628906,0.8288860321044957,3.1341552734375036
mps-uncap,0.2,0.5864858627319337,10.165905952453613,5.036044120788574
mps-uncap,0.3,0.984573364257813,10.46741008758545,6.215286254882815
mps-uncap,0.4,1.3294219970703125,12.346744537353516,6.187319755554201
