mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,2.880096435546875,16.39389991760254,6.32321834564209
mps-uncap,0.9,3.644227981567383,26.5655517578125,9.332537651062012
mps-uncap,1.0,12.469291687011719,47.75238037109375,589.5190238952637
mps-uncap,0.5,1.7490386962890625,14.353752136230469,4.989385604858398
mps-uncap,0.6,1.9533634185791016,14.191269874572754,4.8370361328125
mps-uncap,0.7,2.3037195205688477,15.490889549255371,4.919767379760742
mps-uncap,0.1,1.5163421630859375,20.323514938354492,7.260322570800781
mps-uncap,0.2,1.5740394592285156,16.924262046813965,7.064700126647949
mps-uncap,0.3,1.5797615051269531,16.0372257232666,6.871342658996582
mps-uncap,0.4,1.662611961364746,15.462160110473633,5.929470062255859
