mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,28.54156494140625,98.9990234375,66.85209274291992
mps-uncap,0.9,41.50247573852539,125.28347969055176,68.21250915527344
mps-uncap,1.0,66.0240650177002,285.53152084350586,975.2893447875977
mps-uncap,0.5,10.912418365478516,64.24522399902344,29.43110466003418
mps-uncap,0.6,14.72020149230957,70.71518898010254,27.118682861328125
mps-uncap,0.7,17.74144172668457,73.23980331420898,36.034584045410156
mps-uncap,0.1,3.7822723388671875,43.74265670776367,20.01500129699707
mps-uncap,0.2,5.908727645874023,51.34916305541992,26.435375213623047
mps-uncap,0.3,6.984949111938477,42.3130989074707,27.55117416381836
mps-uncap,0.4,10.512113571166992,56.17928504943848,27.367353439331055
