mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,2.19120979309082,15.649461746215815,5.411870479583744
mps-uncap,0.9,2.134089469909668,17.240445613861088,5.539209842681884
mps-uncap,1.0,2.3058438301086426,16.15579605102539,5.798277854919432
mps-uncap,0.5,2.0505714416503893,17.599020004272464,6.659965515136719
mps-uncap,0.6,2.1469640731811515,17.16751098632812,6.141691207885743
mps-uncap,0.7,2.1567344665527344,17.10146188735962,5.569214820861816
mps-uncap,0.1,1.803309917449951,22.99177646636963,8.140954971313477
mps-uncap,0.2,1.9386196136474618,22.95240879058838,7.974154949188234
mps-uncap,0.3,1.9562435150146462,22.316277027130127,7.603216171264647
mps-uncap,0.4,2.062559127807617,20.834722518920906,7.187786102294922
