mode,load,0_alexnet-16,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,0.8,13.19918632507324,65.77558994293209,33.71775627136242
mps-uncap,0.9,19.52006816864014,96.58365488052371,53.43533277511594
mps-uncap,1.0,48.53492498397827,225.21650314331072,945.5903100967405
mps-uncap,0.5,5.457487106323235,37.15301036834718,17.016868591308594
mps-uncap,0.6,7.721452713012691,45.2077031135559,17.151210308074955
mps-uncap,0.7,9.508919715881344,53.08260440826416,20.664072036743164
mps-uncap,0.1,2.8428387641906725,36.368229389190674,14.496555328369142
mps-uncap,0.2,3.382658958435061,40.97590684890744,19.397461414337172
mps-uncap,0.3,3.894872665405266,37.523579597473145,19.29811477661132
mps-uncap,0.4,4.95237112045288,38.94459724426272,18.775758743286122
