mode,load,0_efficientnet_b7-2,1_mobilenet_v3_large-8,2_vgg19-2
mps-uncap,0.8,20.7674503326416,4.758596420288086,2.3272037506103516
mps-uncap,0.9,20.705699920654297,4.775285720825195,2.561330795288086
mps-uncap,1.0,21.885156631469727,5.002737045288086,2.765178680419922
mps-uncap,0.5,20.427942276000977,4.809856414794922,2.323627471923828
mps-uncap,0.6,20.668983459472656,4.845619201660156,2.3221969604492188
mps-uncap,0.7,20.641326904296875,4.76384162902832,2.335071563720703
mps-uncap,0.1,20.630598068237305,4.925727844238281,2.361297607421875
mps-uncap,0.2,20.884275436401367,4.831075668334961,2.3360252380371094
mps-uncap,0.3,21.03567123413086,4.878997802734375,2.338886260986328
mps-uncap,0.4,20.560264587402344,4.869937896728516,2.325296401977539
