mode,load,0_efficientnet_b7-2,1_mobilenet_v3_large-8,2_vgg19-2
mps-uncap,0.8,71.7893225272057,1469.5899321838704,455.3105281998234
mps-uncap,0.9,76.1763457451401,1588.69606338052,510.00448710305204
mps-uncap,1.0,83.83549892060424,1475.3761227868047,551.5703787411934
mps-uncap,0.5,43.82012665948368,922.3784503535536,287.96969515934717
mps-uncap,0.6,52.24701764067059,1098.3865804138195,340.91610780143924
mps-uncap,0.7,62.94744370611172,1280.813393561949,396.12026214924435
mps-uncap,0.1,7.621270467975169,189.00411243686042,57.276958086121944
mps-uncap,0.2,16.223923475519264,373.37679386147005,119.32155868121497
mps-uncap,0.3,26.330022620460177,570.293349268237,173.84891264944832
mps-uncap,0.4,35.688890897336165,750.1280332893779,226.46816652763815
