mode,load,0_efficientnet_b7-2,1_mobilenet_v3_large-8,2_vgg19-2
mps-uncap,0.8,286.39220476150507,167.02045440673825,38.28964233398438
mps-uncap,0.9,797.7723717689514,4463.103427886963,223.12197923660295
mps-uncap,1.0,2858.0143642425537,13038.238239288332,4117.788112163544
mps-uncap,0.5,77.93212890625,23.701696395874002,9.687504768371584
mps-uncap,0.6,87.51152038574219,36.947500705719,13.926064968109127
mps-uncap,0.7,154.39243793487503,78.01545143127457,22.528395652771
mps-uncap,0.1,19.944338798522946,16.869859695434563,3.4632873535156246
mps-uncap,0.2,27.395324707031282,17.191402912139882,3.553142547607423
mps-uncap,0.3,37.892827987670934,14.872710704803513,5.217013359069821
mps-uncap,0.4,47.801909446716316,16.862759590148908,6.950292587280275
