mode,load,0_efficientnet_b7-2,1_mobilenet_v3_large-8,2_vgg19-2
mps-uncap,0.8,27.321958541870117,5.754776000976562,4.667501449584963
mps-uncap,0.9,27.56009101867676,5.528402328491211,4.5415425300598145
mps-uncap,1.0,25.399065017700195,6.264686584472658,4.312796592712402
mps-uncap,0.5,24.70898151397705,7.215833663940424,4.770350456237794
mps-uncap,0.6,24.845612049102783,6.93842172622681,4.779064655303953
mps-uncap,0.7,24.75050449371338,6.862659454345703,4.804854393005371
mps-uncap,0.1,39.25152540206909,11.984326839447018,5.141906738281248
mps-uncap,0.2,37.23388671875,11.469066143035889,4.183683395385743
mps-uncap,0.3,25.468168258666992,9.762609004974367,4.5787525177001935
mps-uncap,0.4,25.42741537094117,8.090257644653313,4.792118072509767
