mode,load,0_densenet161-2,1_densenet169-4,2_resnet101-8
mps-uncap,0.8,36.85169219970704,32.98068046569826,31.767034530639656
mps-uncap,0.9,81.29200935363767,76.00126266479492,65.25068283081056
mps-uncap,1.0,1766.3805961608887,129.02331352233887,329.62396144866943
mps-uncap,0.5,16.145300865173336,14.207506179809576,9.576559066772461
mps-uncap,0.6,19.75383758544922,16.319274902343768,11.262559890747076
mps-uncap,0.7,26.786184310913086,20.222282409667972,16.748046874999996
mps-uncap,0.1,8.549404144287122,4.628658294677729,4.380774497985845
mps-uncap,0.2,11.032819747924805,10.702991485595705,6.822228431701659
mps-uncap,0.3,12.53516674041748,12.48834133148194,7.903480529785158
mps-uncap,0.4,13.052320480346687,12.507820129394537,8.096075057983397
