mode,load,0_densenet161-2,1_densenet169-4,2_resnet101-8
mps-uncap,0.8,129.56533999874426,224.15601880307452,690.2342556548156
mps-uncap,0.9,145.28016644725514,269.5622923092413,757.8316609414818
mps-uncap,1.0,156.11749899790763,288.1414084715146,852.4254535798108
mps-uncap,0.5,80.27641315655119,144.2935367183492,423.46604977804253
mps-uncap,0.6,97.51829625981303,168.89974684188476,497.05394530750095
mps-uncap,0.7,111.42463728288547,200.30297695260293,590.6784403602928
mps-uncap,0.1,15.830060722490757,27.707025487415827,93.87735351875578
mps-uncap,0.2,33.22043603622094,58.93465947262447,168.71253261262888
mps-uncap,0.3,49.130492831108825,88.98076993581901,250.32781737062427
mps-uncap,0.4,65.01690488699192,113.91314240512924,344.0869100446982
