mode,load,0_densenet161-2,1_densenet169-4,2_resnet101-8
mps-uncap,0.8,79.4906997680664,82.26649761199971,106.08546257019034
mps-uncap,0.9,170.2066016197205,139.86069202423096,122.48697280883793
mps-uncap,1.0,2074.270622730255,264.35737609863287,500.31544446945185
mps-uncap,0.5,44.71584081649787,41.951651573181124,30.36487102508545
mps-uncap,0.6,53.07914733886719,49.84813690185551,33.688755035400376
mps-uncap,0.7,64.1540813446045,53.77405643463138,43.42963218688966
mps-uncap,0.1,39.62135314941408,44.62594985961914,24.086899757385243
mps-uncap,0.2,42.36781597137451,37.999227046966546,25.82041263580308
mps-uncap,0.3,37.16778278350831,39.14068698883032,27.36658096313479
mps-uncap,0.4,41.376299858093255,40.143327713012695,26.566925048828132
