mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg16-16
mps-uncap,0.8,30.14051914215088,0.031232833862304688,38.23661804199219
mps-uncap,0.9,104.13575172424316,140.8519744873047,1183.5379600524902
mps-uncap,1.0,220.81446647644043,192.62540340423584,4056.3623905181885
mps-uncap,0.5,0.027418136596679688,0.02562999725341797,0.030994415283203125
mps-uncap,0.6,0.026941299438476562,0.025510787963867188,6.114721298217773
mps-uncap,0.7,0.031948089599609375,0.028848648071289062,11.456727981567383
mps-uncap,0.1,0.04291534423828125,0.043392181396484375,0.04029273986816406
mps-uncap,0.2,0.04220008850097656,0.04220008850097656,0.0286102294921875
mps-uncap,0.3,0.04100799560546875,0.04088878631591797,0.028133392333984375
mps-uncap,0.4,0.030755996704101562,0.030279159545898438,0.027418136596679688
