mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg16-16
mps-uncap,0.8,86.43674850463867,74.71704483032227,15.888214111328125
mps-uncap,0.9,78.68170738220215,86.56024932861328,16.28422737121582
mps-uncap,1.0,78.72676849365234,87.61072158813477,15.5487060546875
mps-uncap,0.5,56.45442008972168,71.48003578186035,15.810012817382812
mps-uncap,0.6,76.98416709899902,66.94316864013672,15.592098236083984
mps-uncap,0.7,73.76742362976074,84.77568626403809,15.72871208190918
mps-uncap,0.1,63.20047378540039,64.31150436401367,19.4091796875
mps-uncap,0.2,47.89257049560547,54.2905330657959,14.906167984008789
mps-uncap,0.3,67.77501106262207,52.43873596191406,20.554780960083008
mps-uncap,0.4,54.18872833251953,67.45648384094238,16.153812408447266
