mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg16-16
mps-uncap,0.8,43.52908133347742,41.63265688834337,1096.1851347350446
mps-uncap,0.9,49.756424214163864,45.90497669389404,1219.5774856044259
mps-uncap,1.0,55.319958078659845,47.271637264557484,1224.6117655110047
mps-uncap,0.5,28.316637324006347,26.708918406474883,675.865218505379
mps-uncap,0.6,31.753505986733057,31.445677747530766,813.8860316777976
mps-uncap,0.7,40.21304634535541,33.954050779422765,977.8081712933616
mps-uncap,0.1,5.404610763207027,5.487554794596897,133.6024914439854
mps-uncap,0.2,11.906955216659108,9.924722530507365,282.3799434493303
mps-uncap,0.3,15.006870614471346,14.2428069299805,403.86830016956566
mps-uncap,0.4,23.736309917112383,20.56967317640147,552.1381908436063
