mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg16-16
mps-uncap,0.8,72.13189601898195,58.52031707763673,14.039039611816406
mps-uncap,0.9,74.1032600402832,83.17418098449707,14.155006408691406
mps-uncap,1.0,74.6037483215332,84.26551818847656,14.088630676269531
mps-uncap,0.5,43.409109115600586,53.1230926513672,12.871384620666504
mps-uncap,0.6,61.00916862487794,50.11529922485352,13.285636901855469
mps-uncap,0.7,55.33714294433594,68.96233558654785,13.622617721557617
mps-uncap,0.1,46.6655969619751,45.803403854370124,16.161513328552246
mps-uncap,0.2,37.5295639038086,38.76149654388428,12.399125099182129
mps-uncap,0.3,39.24131393432618,37.14580535888672,12.260770797729492
mps-uncap,0.4,37.8807544708252,42.92507171630862,12.548279762268066
