mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg16-16
mps-uncap,0.8,21.06785774230957,21.30889892578125,10.259866714477539
mps-uncap,0.9,21.79551124572754,21.399259567260742,10.599613189697266
mps-uncap,1.0,21.643877029418945,21.258831024169922,10.88094711303711
mps-uncap,0.5,21.027088165283203,21.192312240600586,10.155439376831055
mps-uncap,0.6,20.642518997192383,21.105289459228516,11.101007461547852
mps-uncap,0.7,21.086692810058594,21.025419235229492,10.210752487182617
mps-uncap,0.1,22.16649055480957,21.169424057006836,11.054515838623047
mps-uncap,0.2,21.218299865722656,21.292686462402344,11.044025421142578
mps-uncap,0.3,21.212339401245117,20.865678787231445,11.026620864868164
mps-uncap,0.4,21.29507064819336,21.177053451538086,10.02192497253418
