mode,load,0_densenet201-4,1_resnet50-8,2_squeezenet1_0-16
mps-uncap,0.8,111.66238784790039,75.10519027709961,43.55621337890625
mps-uncap,0.9,277.68874168395996,114.39347267150879,77.5461196899414
mps-uncap,1.0,660.7301235198975,584.0556621551514,235.1672649383545
mps-uncap,0.5,52.30426788330078,25.923967361450195,17.702579498291016
mps-uncap,0.6,51.56707763671875,24.60765838623047,30.09963035583496
mps-uncap,0.7,72.20673561096191,39.687156677246094,29.907941818237305
mps-uncap,0.1,24.363279342651367,11.201620101928711,4.997491836547852
mps-uncap,0.2,29.803991317749023,15.75160026550293,5.631685256958008
mps-uncap,0.3,42.55533218383789,30.48110008239746,9.162425994873047
mps-uncap,0.4,44.481754302978516,27.031898498535156,13.204574584960938
