mode,load,0_densenet201-4,1_resnet50-8,2_squeezenet1_0-16
mps-uncap,0.8,134.1836452484131,83.49084854125977,46.98824882507324
mps-uncap,0.9,293.71142387390137,122.27821350097656,82.24368095397949
mps-uncap,1.0,688.9815330505371,593.0099487304688,239.6526336669922
mps-uncap,0.5,70.23906707763672,31.07452392578125,21.023273468017578
mps-uncap,0.6,66.51067733764648,31.078815460205078,33.54620933532715
mps-uncap,0.7,86.33303642272949,44.02422904968262,34.806251525878906
mps-uncap,0.1,48.29096794128418,17.526865005493164,7.978916168212891
mps-uncap,0.2,48.89726638793945,22.816896438598633,9.482145309448242
mps-uncap,0.3,54.65245246887207,36.89146041870117,13.419866561889648
mps-uncap,0.4,57.2206974029541,31.748294830322266,17.176151275634766
