mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2
mig,0.1,25.969743728637695,25.838375091552734
mig,0.2,17.385315895080566,17.74446964263916
mig,0.3,16.29350185394287,16.795659065246582
mig,0.4,15.67983627319336,15.960884094238281
mig,0.5,15.377521514892578,15.348458290100098
mig,0.6,15.352964401245117,15.088319778442383
mig,0.7,15.222311019897461,15.274405479431152
mig,0.8,15.163540840148926,15.314102172851562
mig,0.9,15.336275100708008,15.087127685546875
mig,1.0,15.587568283081055,15.161824226379395
