mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2
mig,0.1,26.901950836181637,26.76333904266357
mig,0.2,23.31489324569688,22.642266750335697
mig,0.3,17.873549461364735,18.333523273468018
mig,0.4,17.055654525756836,17.7010440826416
mig,0.5,16.23809814453125,16.178667545318607
mig,0.6,15.671391487121582,15.742161273956297
mig,0.7,15.491652488708498,15.725743770599358
mig,0.8,15.693187713623043,15.78289270401001
mig,0.9,15.839552879333494,15.639872550964354
mig,1.0,16.07060432434082,15.63422441482544
