mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2
mig,0.1,17.634153366088867,17.52758026123047
mig,0.2,16.888737678527832,17.29869842529297
mig,0.3,18.1654691696167,18.002748489379883
mig,0.4,23.236751556396484,25.051355361938477
mig,0.5,55.409908294677734,45.735836029052734
mig,0.6,1922.4730730056763,169.0216064453125
mig,0.7,5861.828088760376,4454.127550125122
mig,0.8,8740.045309066772,7864.865064620972
mig,0.9,11372.404336929321,9699.044466018677
mig,1.0,13560.600399971008,12713.165044784546
