mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2
mig,0.1,14.78886604309082,14.734029769897461
mig,0.2,14.678716659545898,15.13814926147461
mig,0.3,14.79196548461914,15.076875686645508
mig,0.4,14.742136001586914,15.041589736938477
mig,0.5,15.070199966430664,14.948606491088867
mig,0.6,15.01774787902832,14.829397201538086
mig,0.7,14.95504379272461,14.964818954467773
mig,0.8,14.882564544677734,15.01774787902832
mig,0.9,15.049457550048828,14.800786972045898
mig,1.0,15.263080596923828,14.882087707519531
