mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2
mig,0.1,14.876842498779297,14.783143997192383
mig,0.2,14.793634414672852,15.18869400024414
mig,0.3,14.875173568725586,15.187263488769531
mig,0.4,14.85586166381836,15.133142471313477
mig,0.5,15.143871307373047,15.038490295410156
mig,0.6,15.278339385986328,14.955997467041016
mig,0.7,15.268564224243164,15.575885772705078
mig,0.8,15.375852584838867,15.298843383789062
mig,0.9,15.490055084228516,15.057563781738281
mig,1.0,15.419244766235352,15.174627304077148
