mode,load,0_efficientnet_b5-2,1_efficientnet_b5-2
mig,0.1,16.773343086242676,16.830921173095703
mig,0.2,15.428423881530762,15.827178955078125
mig,0.3,15.015363693237305,15.344023704528809
mig,0.4,14.981985092163086,15.245199203491211
mig,0.5,15.238761901855469,15.18702507019043
mig,0.6,15.260934829711914,14.997363090515137
mig,0.7,15.133857727050781,15.190362930297852
mig,0.8,15.068531036376953,15.208840370178223
mig,0.9,15.237569808959961,14.984130859375
mig,1.0,15.480637550354004,15.055418014526367
