mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-16
mps-uncap,1.0,14.027667045593262,15.161175727844238,14.951300621032713,12.200355529785156
