mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-16
mps-uncap,1.0,15.274286270141602,16.621112823486328,15.982866287231445,12.591123580932617
