mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-16
mps-uncap,1.0,1355.298545483911,2289.731811579462,2289.7403034454496,1815.9151197981444
