mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-16
mps-uncap,1.0,15.2740478515625,16.621112823486328,15.982627868652344,12.590885162353516
