mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-16
mps-uncap,1.0,12.293338775634766,14.025449752807617,13.939380645751953,9.53364372253418
