mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-16
mps-uncap,1.0,6.543159484863281,12.486696243286133,12.552499771118164,3.594636917114258
