mode,load,0_resnet152-32,1_densenet169-2,2_squeezenet1_0-2
mps-uncap,1.0,45.7615852355957,37.91689872741699,14.200448989868164
mig,1.0,66.3299560546875,27.826786041259766,10.60938835144043
