mode,load,0_resnet152-32,1_densenet169-2,2_squeezenet1_0-2
mps-uncap,1.0,952.2908162161909,75.58703185810423,600.3124484985274
mig,1.0,571.943974085496,117.18935798090305,1150.9526221645413
