mode,load,0_densenet121-4,1_resnet18-8,2_vgg13-4
mps-uncap,0.8,11.766195297241211,1.9316673278808594,2.737283706665039
mps-uncap,0.9,11.766910552978516,1.9321441650390625,2.9401779174804688
mps-uncap,1.0,12.198686599731445,1.9609928131103516,2.7577877044677734
mps-uncap,0.5,11.947393417358398,1.9309520721435547,2.6581287384033203
mps-uncap,0.6,11.73257827758789,1.9419193267822266,2.6595592498779297
mps-uncap,0.7,11.86370849609375,1.9533634185791016,2.6636123657226562
mps-uncap,0.1,12.063741683959961,2.339601516723633,2.925872802734375
mps-uncap,0.2,11.94906234741211,2.2513866424560547,2.916097640991211
mps-uncap,0.3,11.972427368164062,2.236604690551758,2.897500991821289
mps-uncap,0.4,11.757373809814453,2.208232879638672,2.644777297973633
