mode,load,0_densenet121-4,1_resnet18-8,2_vgg13-4
mps-uncap,0.8,20.207548141479492,4.900050163269044,4.817056655883789
mps-uncap,0.9,17.60082244873047,5.481958389282227,4.565238952636719
mps-uncap,1.0,17.776536941528324,5.282139778137207,4.474949836730958
mps-uncap,0.5,16.63777828216553,4.477262496948242,4.2771100997924805
mps-uncap,0.6,14.428138732910156,5.358934402465821,4.452943801879883
mps-uncap,0.7,18.83687973022461,4.729175567626954,4.603147506713867
mps-uncap,0.1,27.678489685058594,4.639625549316406,4.170536994934082
mps-uncap,0.2,22.039818763732914,4.686927795410156,3.7636280059814453
mps-uncap,0.3,21.58980369567871,4.657983779907227,3.912019729614258
mps-uncap,0.4,15.896320343017578,4.965448379516602,4.153919219970704
