mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-4,2_resnet18-32,3_squeezenet1_0-16
mps-uncap,1.0,0.0007152557373046875,0.022172927856445312,0.000476837158203125,0.002384185791015625
