mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_squeezenet1_0-2
mps-uncap,0.8,27.420353889465332,34.98215675354004,5.670928955078127
mps-uncap,0.9,30.350255966186523,31.72488212585449,4.482507705688477
mps-uncap,1.0,26.424026489257812,34.91833209991455,5.761861801147461
mps-uncap,0.5,28.435945510864258,30.637502670288086,4.06041145324707
mps-uncap,0.6,26.53789520263672,31.60691261291504,4.87673282623291
mps-uncap,0.7,27.029085159301758,32.60536193847656,5.317926406860352
mps-uncap,0.1,31.273984909057617,36.9962215423584,4.142570495605469
mps-uncap,0.2,24.915003776550293,30.282020568847656,4.076528549194336
mps-uncap,0.3,24.966859817504883,29.073023796081547,4.12733554840088
mps-uncap,0.4,25.492286682128906,30.196285247802738,4.199385643005371
