mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_squeezenet1_0-2
mps-uncap,0.8,683.9020252227783,577.9180526733398,146.26359939575195
mps-uncap,0.9,6003.616809844971,1684.9603652954102,59.51833724975586
mps-uncap,1.0,4891.25657081604,9716.066360473633,8591.593503952026
mps-uncap,0.5,119.00019645690918,134.10162925720215,14.80865478515625
mps-uncap,0.6,157.273530960083,174.24941062927246,43.46466064453125
mps-uncap,0.7,261.19422912597656,256.8860054016113,76.75909996032715
mps-uncap,0.1,35.208940505981445,46.97084426879883,8.148908615112305
mps-uncap,0.2,49.52263832092285,57.15060234069824,13.05246353149414
mps-uncap,0.3,59.479713439941406,45.56012153625488,17.1201229095459
mps-uncap,0.4,62.899112701416016,71.3205337524414,21.495819091796875
