mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_squeezenet1_0-2
mps-uncap,0.8,535.3228994046295,56.068445524448734,520.528557220644
mps-uncap,0.9,549.3192841104375,65.01904347018404,569.9869582393848
mps-uncap,1.0,616.4532876241566,62.52251505017271,561.0246843823074
mps-uncap,0.5,336.2957383255517,34.51925941636983,324.00646671421356
mps-uncap,0.6,388.1128584556445,42.66404769429297,396.2691593722865
mps-uncap,0.7,459.58717826413846,51.694899714935175,450.62583732030896
mps-uncap,0.1,72.64860882410798,7.033025107360491,65.40271503386086
mps-uncap,0.2,134.3421072756091,14.243800963986658,127.71115052266825
mps-uncap,0.3,193.01675557200917,21.504480190243818,195.2633486152339
mps-uncap,0.4,262.9012849470872,27.632432476667987,257.0289260202276
