mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_squeezenet1_0-2
mps-uncap,0.8,0.012159347534179688,0.01239776611328125,0.009059906005859375
mps-uncap,0.9,0.012159347534179688,0.013113021850585938,0.009059906005859375
mps-uncap,1.0,0.023603439331054688,0.018835067749023438,0.012159347534179688
mps-uncap,0.5,0.012159347534179688,0.012636184692382812,0.010013580322265625
mps-uncap,0.6,0.011444091796875,0.01239776611328125,0.009298324584960938
mps-uncap,0.7,0.012874603271484375,0.010251998901367188,0.009298324584960938
mps-uncap,0.1,0.013828277587890625,0.012874603271484375,0.013828277587890625
mps-uncap,0.2,0.01239776611328125,0.012874603271484375,0.011444091796875
mps-uncap,0.3,0.01049041748046875,0.012636184692382812,0.010728836059570312
mps-uncap,0.4,0.011920928955078125,0.012159347534179688,0.0095367431640625
