mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_squeezenet1_0-2
mps-uncap,0.8,27.828350067138672,37.16550827026367,6.953058242797851
mps-uncap,0.9,30.706729888916016,33.04368734359741,5.285344123840331
mps-uncap,1.0,26.86716079711914,36.49280071258545,6.713283061981199
mps-uncap,0.5,29.7046184539795,31.656861305236816,5.231599807739258
mps-uncap,0.6,27.208237648010254,35.130424499511726,6.666553020477298
mps-uncap,0.7,27.567145824432373,36.05613708496094,6.766700744628908
mps-uncap,0.1,36.54111862182618,43.08251142501832,5.311245918273928
mps-uncap,0.2,31.60643339157104,37.969684600830085,5.67638397216797
mps-uncap,0.3,29.68151092529297,31.700401306152344,6.121740341186526
mps-uncap,0.4,26.64618492126465,32.55805015563965,6.285309791564941
