mode,load,0_efficientnet_b6-16,1_efficientnet_b7-2,2_squeezenet1_0-2
mps-uncap,0.8,22.00794219970703,21.09670639038086,1.735687255859375
mps-uncap,0.9,23.566246032714844,22.066116333007812,1.7857551574707031
mps-uncap,1.0,25.881052017211914,29.31046485900879,2.8002262115478516
mps-uncap,0.5,21.506547927856445,21.276235580444336,1.760721206665039
mps-uncap,0.6,21.501779556274414,20.949602127075195,1.7647743225097656
mps-uncap,0.7,22.104740142822266,21.028757095336914,1.7397403717041016
mps-uncap,0.1,21.394729614257812,20.74122428894043,2.097606658935547
mps-uncap,0.2,21.38042449951172,21.3167667388916,1.7924308776855469
mps-uncap,0.3,21.402359008789062,21.01922035217285,1.796722412109375
mps-uncap,0.4,21.373510360717773,21.159887313842773,1.7478466033935547
