mode,load,0_densenet121-2,1_resnet101-4,2_vgg11-2
mps-uncap,0.8,152.39964001313578,350.76445833388374,783.5853316586047
mps-uncap,0.9,168.44754660671092,390.4543032156616,880.4014528050704
mps-uncap,1.0,185.3261593193001,429.28181234286546,954.7358036750879
mps-uncap,0.5,93.6050017938716,213.85803647716384,489.6337475520196
mps-uncap,0.6,107.32152580916468,254.95953857893207,568.222491193845
mps-uncap,0.7,133.7078066422676,290.2713203112409,670.6655015050435
mps-uncap,0.1,18.551989672162705,43.52941730720688,99.4363339753837
mps-uncap,0.2,34.3521136022245,84.32588807963289,193.98001018292072
mps-uncap,0.3,54.27455252002925,134.45832051419,295.3271042360666
mps-uncap,0.4,74.09724921250942,169.79472482479102,385.9845599721042
