mode,load,0_densenet201-32,1_efficientnet_b5-32,2_inception_v3-16
mps-uncap,0.6,0.014781951904296875,0.0152587890625,0.013828277587890625
mig,0.6,0.013589859008789062,0.015020370483398438,0.013589859008789062
mps-uncap,0.7,0.01430511474609375,0.014781951904296875,0.011682510375976562
mig,0.7,0.014543533325195312,0.015020370483398438,0.013828277587890625
mps-uncap,0.8,0.014781951904296875,0.01430511474609375,0.01430511474609375
mig,0.8,0.014781951904296875,0.015020370483398438,0.012874603271484375
mps-uncap,0.9,0.01430511474609375,0.013828277587890625,0.01430511474609375
mig,0.9,0.015020370483398438,0.017881393432617188,0.01239776611328125
mps-uncap,1.0,0.017404556274414062,0.015020370483398438,0.03504753112792969
mig,1.0,0.015735626220703125,0.01811981201171875,0.014781951904296875
mps-uncap,1.1,0.03266334533691406,0.014066696166992188,0.03743171691894531
mig,1.1,0.019311904907226562,0.018596649169921875,0.014066696166992188
mps-uncap,1.2,0.030040740966796875,0.014543533325195312,0.03719329833984375
mig,1.2,0.01811981201171875,0.021219253540039062,0.017642974853515625
mps-uncap,1.3,0.02765655517578125,0.013828277587890625,0.02956390380859375
mig,1.3,0.03314018249511719,0.016689300537109375,0.018835067749023438
