mode,load,0_densenet201-32,1_efficientnet_b5-32,2_inception_v3-16
mps-uncap,0.6,163.52428197860706,90.7054853439331,72.22242355346711
mig,0.6,186.42097949981687,319.7352981567379,80.16084671020506
mps-uncap,0.7,239.3022131919862,91.61868095397948,142.47132301330535
mig,0.7,326.18016004562344,633.94415140152,105.23748397827148
mps-uncap,0.8,417.3438262939443,122.50838279724113,477.25830078125006
mig,0.8,751.6699218749999,613.6203336715698,178.26434373855588
mps-uncap,0.9,421.8823313713074,108.60658168792719,771.6165018081664
mig,0.9,648.1466102600099,2182.028293609619,188.9701366424561
mps-uncap,1.0,1707.8837156295774,226.66715383529666,12155.206236839293
mig,1.0,1868.01997423172,3004.498193264007,2783.1784987449646
mps-uncap,1.1,12473.860077857971,243.7391304969784,22506.4737701416
mig,1.1,10078.476104736328,9869.84532594681,8782.74575471878
mps-uncap,1.2,19416.46767616272,228.56979370117045,34131.67087554932
mig,1.2,13828.81847381592,18385.93286037445,15501.9695520401
mps-uncap,1.3,31312.93599128723,302.8970575332641,37535.80617904663
mig,1.3,21949.42711353302,23428.839511871338,21569.4669508934
