mode,load,0_densenet201-32,1_efficientnet_b5-32,2_inception_v3-16
mps-uncap,0.6,116.5648937225342,84.08651351928715,49.71957206726074
mig,0.6,138.60394954681396,275.1077651977539,51.67298316955568
mps-uncap,0.7,151.75459384918213,87.62221336364755,80.90512752532955
mig,0.7,190.8374547958374,511.4472150802611,73.07672500610352
mps-uncap,0.8,259.9713325500488,98.60773086547852,233.91485214233398
mig,0.8,382.1672201156617,467.9260253906251,114.03441429138186
mps-uncap,0.9,311.51723861694336,102.858304977417,615.68284034729
mig,0.9,426.5076160430908,1869.4602489471436,141.12825393676772
mps-uncap,1.0,1336.900806427002,128.24904918670654,10756.048107147217
mig,1.0,1625.019955635071,2671.2947845458984,2652.6307582855225
mps-uncap,1.1,11189.120578765867,151.62653923034668,21060.60724258423
mig,1.1,9137.570214271545,9125.435614585876,7943.445205688477
mps-uncap,1.2,17736.344337463383,145.5986499786377,30944.07970905304
mig,1.2,12008.083701133728,16847.03516960144,13830.270051956177
mps-uncap,1.3,28560.655450820923,220.92308998107933,33654.58559989929
mig,1.3,20069.558715820312,21555.379772186283,19388.642358779907
