mode,load,0_densenet201-32,1_efficientnet_b5-32,2_inception_v3-16
mps-uncap,0.6,0.04744529724121094,0.031828880310058594,0.03814697265625
mig,0.6,11.369824409484863,24.127721786499023,5.283713340759277
mps-uncap,0.7,13.451218605041504,0.028133392333984375,8.84997844696045
mig,0.7,28.28812599182129,100.78275203704834,12.5732421875
mps-uncap,0.8,44.907569885253906,0.029087066650390625,44.825077056884766
mig,0.8,78.39202880859375,91.01998805999756,21.00825309753418
mps-uncap,0.9,72.82912731170654,0.028371810913085938,214.82276916503906
mig,0.9,114.14480209350586,501.4681816101074,36.53717041015625
mps-uncap,1.0,570.9985494613647,0.6241798400878906,4826.741695404053
mig,1.0,898.7295627593994,1064.1151666641235,1389.5798921585083
mps-uncap,1.1,5989.844799041748,11.401653289794922,12276.443719863892
mig,1.1,4901.145935058594,6613.062143325806,3803.5268783569336
mps-uncap,1.2,9276.66449546814,15.496969223022461,16830.85024356842
mig,1.2,6944.613218307495,7561.491250991821,7918.322801589966
mps-uncap,1.3,14533.63585472107,32.236337661743164,17998.316526412964
mig,1.3,10226.460218429565,12178.327322006226,10408.848881721497
