mode,load,0_densenet201-32,1_efficientnet_b5-32,2_inception_v3-16
mps-uncap,0.6,28.33247184753418,29.421329498291016,8.574962615966797
mig,0.6,49.96752738952637,101.08613967895508,16.634464263916016
mps-uncap,0.7,28.291702270507812,29.46019172668457,8.459091186523438
mig,0.7,50.048828125,101.18722915649414,16.674518585205078
mps-uncap,0.8,28.308868408203125,29.472827911376953,8.650541305541992
mig,0.8,49.85475540161133,101.37605667114258,16.659975051879883
mps-uncap,0.9,28.317689895629883,29.589414596557617,8.77070426940918
mig,0.9,50.040483474731445,101.28092765808105,16.762256622314453
mps-uncap,1.0,36.115407943725586,34.61813926696777,8.476734161376953
mig,1.0,50.16899108886719,101.1812686920166,16.71624183654785
mps-uncap,1.1,36.33570671081543,43.36071014404297,9.706974029541016
mig,1.1,50.28676986694336,101.97925567626953,16.775131225585938
mps-uncap,1.2,34.552574157714844,44.352054595947266,12.644290924072266
mig,1.2,50.36449432373047,102.07104682922363,16.891002655029297
mps-uncap,1.3,28.917312622070312,47.87874221801758,9.930610656738281
mig,1.3,50.739288330078125,102.5991439819336,16.840219497680664
