mode,load,0_densenet201-32,1_efficientnet_b5-32,2_inception_v3-16
mps-uncap,0.6,69.09019947052006,35.65702438354493,30.05814552307129
mig,0.6,87.41176128387457,170.12677192687988,34.22079086303712
mps-uncap,0.7,106.98366165161138,40.0895118713379,61.37526035308838
mig,0.7,139.9516820907593,409.7446918487547,55.812835693359375
mps-uncap,0.8,208.13798904418948,50.39067268371583,215.0440216064453
mig,0.8,331.1649560928346,365.043592453003,96.34397029876709
mps-uncap,0.9,256.7533254623413,53.75919342041018,595.3884124755859
mig,0.9,375.6631851196289,1766.619873046875,123.88672828674318
mps-uncap,1.0,1286.15140914917,74.4469165802002,10739.404010772705
mig,1.0,1569.3633317947388,2565.3166294097905,2634.9231719970703
mps-uncap,1.1,11137.526845932007,98.25034141540529,21028.480768203743
mig,1.1,9085.68639755249,9021.390748023989,7926.059007644653
mps-uncap,1.2,17686.55285835266,96.78313732147217,30908.682274818417
mig,1.2,11955.57279586792,16743.142318725586,13812.860488891602
mps-uncap,1.3,28492.38376617432,167.19563007354742,33636.5532875061
mig,1.3,20018.12491416931,21447.03025817871,19371.337294578552
