mode,load,0_efficientnet_b5-16,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_resnet50-32
mps-uncap,1.0,276.3542449493311,1780.8458423798393,246.02517537315308,1206.7680390660678
