mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-4,3_vgg13-32
mps-uncap,1.0,27.901530265808105,27.386188507080078,22.220253944396973,21.095991134643555
