mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-4,3_vgg13-32
mps-uncap,1.0,37.027966976165764,39.127216339111335,33.647503852844245,23.339033126831055
