mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-4,3_vgg13-32
mps-uncap,1.0,1099.3355834506392,276.01089203692806,185.87121003994983,1528.1150410445366
