mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-4,3_vgg13-32
mps-uncap,1.0,37.027966976165764,39.12677764892578,33.6474108695984,23.338794708251953
