mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-4,3_vgg13-32
mps-uncap,1.0,34.73036289215088,37.37626075744629,29.11536693572998,22.514963150024414
