mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,382.9975128173828,118.40319633483887,48.68578910827637
mps-uncap,0.9,493.5262203216553,413.99073600769043,102.38766670227051
mps-uncap,1.0,1660.6919765472412,1070.1797008514404,949.8400688171387
mps-uncap,0.5,180.5555820465088,91.12143516540527,366.12486839294434
mps-uncap,0.6,169.28339004516602,78.2465934753418,30.138015747070312
mps-uncap,0.7,248.86488914489746,117.48576164245605,35.97831726074219
mps-uncap,0.1,30.527114868164062,25.875568389892578,14.620065689086914
mps-uncap,0.2,95.2606201171875,34.0423583984375,16.911745071411133
mps-uncap,0.3,86.42888069152832,43.958425521850586,20.366430282592773
mps-uncap,0.4,103.52468490600586,78.0036449432373,21.974563598632812
