mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,35.44364929199219,26.021435260772705,10.469779968261719
mps-uncap,0.9,34.757046699523926,28.034825325012207,10.508096218109129
mps-uncap,1.0,34.791433811187744,28.49652290344238,10.765826702117918
mps-uncap,0.5,34.05900001525879,27.748985290527344,9.997825622558596
mps-uncap,0.6,34.831438064575195,26.34554862976074,10.134196281433105
mps-uncap,0.7,34.3466854095459,28.015217781066895,10.26042938232422
mps-uncap,0.1,32.72949457168579,32.0147442817688,8.277814388275154
mps-uncap,0.2,32.88338661193847,30.523490905761715,9.65886116027831
mps-uncap,0.3,33.65104913711548,27.899699211120588,9.983623027801514
mps-uncap,0.4,34.251365661621094,27.413885593414307,9.780550003051756
