mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,33.82277488708496,19.519567489624023,3.3159255981445312
mps-uncap,0.9,34.00111198425293,22.772550582885742,3.4265518188476562
mps-uncap,1.0,34.17384624481201,24.459362030029297,3.8061141967773438
mps-uncap,0.5,31.94892406463623,15.444755554199219,3.954648971557617
mps-uncap,0.6,32.58705139160156,17.20285415649414,3.574371337890625
mps-uncap,0.7,32.923221588134766,19.454360008239746,3.1888484954833984
mps-uncap,0.1,30.268430709838867,23.099780082702637,5.824923515319824
mps-uncap,0.2,30.479788780212402,18.51963996887207,5.511283874511719
mps-uncap,0.3,30.92503547668457,17.703533172607422,5.410671234130859
mps-uncap,0.4,31.492233276367188,17.192959785461426,4.255890846252441
